query,seed ortholog,evalue,score,predicted name,GO terms,KEGG KO,BiGG reactions,tax scope,eggNOGs,best Ogs,COG Cat.,eggNOG HMM Desc.
WP_004041459.1,309800.HVO_1579,1.40E-148,530.8,UDP2,,"K00757,K00772",,arNOG[11],"0KS75@eurNOG,0RFWQ@halNOG,COG2820@NOG,arCOG01324@arNOG",NA|NA|NA,F,Uridine phosphorylase
WP_004043427.1,309800.HVO_1508,0,1174.5,ILVB,,K01652,"ACHBS,ACLS",arNOG[11],"0KRBJ@eurNOG,0RFQG@halNOG,COG0028@NOG,arCOG01998@arNOG",NA|NA|NA,E,"Acetolactate synthase, large subunit"
WP_004042983.1,309800.HVO_2746,1.90E-159,567,RSMA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K02528,,arNOG[11],"0KRGZ@eurNOG,0RFTQ@halNOG,COG0030@NOG,arCOG04131@arNOG",NA|NA|NA,J,Specifically dimethylates two adjacent adenosines in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)
WP_049941503.1,309800.HVO_0968,0,1149.4,NUOD,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","K00333,K13378",,arNOG[11],"0KS1A@eurNOG,0RIQS@halNOG,COG0649@NOG,COG0852@NOG,arCOG01547@arNOG,arCOG01548@arNOG",NA|NA|NA,C,"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"
WP_004042291.1,309800.HVO_2402,1.00E-252,877.5,GCVPA,,K00282,,arNOG[11],"0KRZZ@eurNOG,0RFTU@halNOG,COG0403@NOG,arCOG00077@arNOG",NA|NA|NA,E,glycine dehydrogenase subunit 1 (EC 1.4.4.2)
WP_004042284.1,309800.HVO_2395,2.60E-95,353.2,CADT,,K00798,,arNOG[11],"0KTKV@eurNOG,0RGP2@halNOG,COG2096@NOG,arCOG00489@arNOG",NA|NA|NA,H,ATP cobalamin adenosyltransferase
WP_004043964.1,309800.HVO_0979,4.60E-132,475.7,NUOB,,"K00331,K00333",F4D,arNOG[11],"0KSHK@eurNOG,0RFH4@halNOG,COG0377@NOG,arCOG01554@arNOG",NA|NA|NA,C,"NADH-quinone oxidoreductase, B subunit"
WP_049914913.1,309800.HVO_0141,3.10E-158,563.1,,,,,arNOG[11],"0KUBP@eurNOG,0RGGZ@halNOG,COG0330@NOG,arCOG01915@arNOG",NA|NA|NA,O,SPFH domain / Band 7 family
WP_004045311.1,309800.HVO_0197,6.30E-127,458.8,PURE2,,K06898,"AIRC2,AIRC3",arNOG[11],"0KSGZ@eurNOG,0RFMF@halNOG,COG1691@NOG,arCOG02465@arNOG",NA|NA|NA,S,1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase
WP_004045040.1,309800.HVO_0037,2.00E-89,333.6,,,,,arNOG[11],"0M114@eurNOG,0RHIF@halNOG,0YNHE@NOG,arCOG01738@arNOG",NA|NA|NA,,
WP_004044801.1,309800.HVO_2950,1.40E-188,664.1,OCD2,,K19244,,arNOG[11],"0KRWJ@eurNOG,0RGJX@halNOG,COG2423@NOG,arCOG01035@arNOG",NA|NA|NA,E,ornithine cyclodeaminase
WP_004044695.1,309800.HVO_2879,4.90E-180,635.6,OCD2,,K19244,,arNOG[11],"0KRWJ@eurNOG,0RG1A@halNOG,COG2423@NOG,arCOG01035@arNOG",NA|NA|NA,E,Ornithine cyclodeaminase (EC 4.3.1.12)
WP_004044527.1,309800.HVO_0396,4.50E-211,738.8,BCHP,,"K00311,K17830",,arNOG[11],"0KRTN@eurNOG,0RFNE@halNOG,COG0644@NOG,arCOG00570@arNOG",NA|NA|NA,C,geranylgeranyl
WP_004043541.1,309800.HVO_1396,1.50E-270,936.8,,,K00311,,arNOG[11],"0KRAM@eurNOG,0RFG1@halNOG,COG0644@NOG,arCOG00570@arNOG",NA|NA|NA,C,geranylgeranyl reductase
WP_004043287.1,273057.SSO1662,1.60E-157,561.6,,,K01474,,arNOG[11],"COG0146@NOG,arCOG01512@arNOG",NA|NA|NA,E,5-oxoprolinase (ATP-hydrolyzing)
WP_004043279.1,644283.Micau_1974,6.10E-165,586.3,,,K01474,,bactNOG[38],"00CRT@actNOG,05C5J@bactNOG,COG0146@NOG",NA|NA|NA,E,5-oxoprolinase (ATP-hydrolyzing)
WP_004042779.1,309800.HVO_2652,1.90E-285,986.5,SGB,,,,arNOG[11],"0M0HP@eurNOG,0RGRP@halNOG,COG2244@NOG,arCOG02209@arNOG",NA|NA|NA,M,biosynthesis transport protein
WP_004041718.1,309800.HVO_1828,9.40E-50,201.1,,,K01338,,arNOG[11],"COG1067@NOG,arCOG02162@arNOG",NA|NA|NA,O,protease La homolog
WP_004040886.1,797209.ZOD2009_13116,1.10E-248,864.4,HYUB,,"K01469,K01474",OPAH,arNOG[11],"0KYEF@eurNOG,0RFDW@halNOG,COG0146@NOG,arCOG01512@arNOG",NA|NA|NA,E,5-oxoprolinase (ATP-hydrolyzing) (EC 3.5.2.9)
WP_004042360.1,309800.HVO_2452,0,2072.7,NRD,,K00525,"RNDR1,RNDR2,RNDR3,RNDR4",arNOG[11],"0KRJW@eurNOG,0RFKV@halNOG,COG0209@NOG,arCOG03713@arNOG,arCOG04276@arNOG",NA|NA|NA,F,Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)
WP_013035736.1,309800.HVO_2830,1.10E-200,704.5,HVO_1106,,K07495,,arNOG[11],"0KSQW@eurNOG,0RFBS@halNOG,COG3385@NOG,arCOG04496@arNOG",NA|NA|NA,L,Transposase
WP_013035619.1,309800.HVO_2051,3.70E-255,885.6,HVO_0275,,,,arNOG[11],"02TEE@arNOG,0M0MN@eurNOG,0RHKV@halNOG,11UJV@NOG",NA|NA|NA,L,Transposase (ISH5)
WP_013035153.1,272558.BH0378,1.80E-35,154.8,,,,,bactNOG[38],"07SJT@bactNOG,COG1878@NOG",NA|NA|NA,S,"cyclase, family"
WP_004043663.1,309800.HVO_1275,2.60E-68,263.1,,,K14656,,arNOG[11],"0KTNT@eurNOG,0RHEH@halNOG,COG0432@NOG,arCOG04214@arNOG",NA|NA|NA,S,Uncharacterised protein family UPF0047
WP_004042944.1,309800.HVO_2727,3.50E-126,456.1,,,,,arNOG[11],"0KUPQ@eurNOG,0RH1Z@halNOG,COG1878@NOG,arCOG02462@arNOG",NA|NA|NA,E,cyclase family
WP_004041990.1,309800.HVO_2107,7.00E-75,285,,,,,arNOG[11],"COG0432@NOG,arCOG04214@arNOG",NA|NA|NA,"I, M",Uncharacterised protein family UPF0047
WP_004041922.1,309800.HVO_2037,1.30E-42,177.6,,,K08982,,arNOG[11],"0YI4T@NOG,arCOG03909@arNOG",NA|NA|NA,S,Pfam:DUF2078
WP_004041138.1,634497.HAH_2276,4.50E-28,128.6,,,,,arNOG[11],"0KZ9C@eurNOG,0RI7W@halNOG,0Y7AJ@NOG,arCOG08216@arNOG",NA|NA|NA,,
WP_004040875.1,634497.HAH_4353,4.60E-121,439.5,HBD1,,"K00074,K15016",,arNOG[11],"0KS2Y@eurNOG,0RGK5@halNOG,COG1250@NOG,arCOG00250@arNOG",NA|NA|NA,I,3-hydroxyacyl-CoA dehydrogenase
WP_004042637.1,309800.HVO_2576,2.00E-96,357.1,,,,,arNOG[11],"0KZXR@eurNOG,0RI51@halNOG,COG2214@NOG,arCOG02848@arNOG",NA|NA|NA,O,Heat shock protein DnaJ domain protein
WP_004043696.1,309800.HVO_1245,3.10E-125,453,,,,,arNOG[11],"0KXI2@eurNOG,0RHY7@halNOG,COG1651@NOG,arCOG02868@arNOG",NA|NA|NA,O,disulfide bond formation protein
WP_004043496.1,309800.HVO_1439,4.70E-183,645.6,CYSK1,,"K01697,K01738,K12339",,arNOG[11],"0KSVU@eurNOG,0RFEB@halNOG,COG0031@NOG,arCOG01430@arNOG",NA|NA|NA,E,Pyridoxal-5'-phosphate-dependent protein beta subunit
WP_004041545.1,309800.HVO_1654,2.90E-166,589.7,CYSK2,,"K01738,K12339",,arNOG[11],"0KTU8@eurNOG,0RF74@halNOG,COG0031@NOG,arCOG01430@arNOG",NA|NA|NA,E,Cysteine synthase
WP_004041486.1,309800.HVO_1594,1.10E-186,657.5,CNA,"GO:0000049,GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016427,GO:0016428,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363",K03500,,arNOG[11],"0KSY1@eurNOG,0RG9M@halNOG,COG0144@NOG,arCOG00973@arNOG",NA|NA|NA,J,"RNA methylase, NOL1 NOP2 sun family"
WP_004040982.1,348780.NP0188A,3.80E-68,264.6,,,,,arNOG[11],"0KYTB@eurNOG,0RJW6@halNOG,11VB2@NOG,arCOG02367@arNOG,arCOG02388@arNOG",NA|NA|NA,T,Signal-transducing histidine
WP_004042270.1,309800.HVO_2381,3.50E-275,952.2,,,K09121,,arNOG[11],"0KSA0@eurNOG,0RGG6@halNOG,COG1641@NOG,arCOG02701@arNOG",NA|NA|NA,S,Protein of unknown function DUF111
WP_004045304.1,309800.HVO_0190,1.50E-164,583.9,TRMU,,"K00566,K06864",,arNOG[11],"0KT4H@eurNOG,0RFP7@halNOG,COG1606@NOG,arCOG00043@arNOG",NA|NA|NA,S,transferase
WP_004043193.1,362976.HQ1973A,3.50E-87,326.6,SFSA,,K06206,,arNOG[11],"0KTPP@eurNOG,COG1489@NOG,arCOG04115@arNOG",NA|NA|NA,S,Sugar fermentation stimulation protein homolog
WP_049914912.1,309800.HVO_0160,2.30E-166,590.1,,,K07052,,arNOG[11],"0KVBW@eurNOG,0RGV9@halNOG,COG1266@NOG,arCOG09164@arNOG",NA|NA|NA,S,CAAX protease self-immunity
WP_004044483.1,309800.HVO_0441,1.60E-115,420.6,FPRA,,K01069,,arNOG[11],"0KZQ8@eurNOG,0RGCY@halNOG,COG0491@NOG,arCOG00504@arNOG",NA|NA|NA,S,beta-lactamase domain protein
WP_004043900.1,309800.HVO_1041,3.00E-193,679.5,,,K01069,,arNOG[11],"0KT5F@eurNOG,0RFQI@halNOG,COG0491@NOG,arCOG00498@arNOG",NA|NA|NA,S,beta-lactamase domain protein
WP_004041797.1,309800.HVO_1918,2.90E-179,632.9,,,K01069,,arNOG[11],"0KY69@eurNOG,0RFN5@halNOG,COG0491@NOG,arCOG00505@arNOG",NA|NA|NA,S,beta-lactamase domain protein
WP_049914914.1,309800.HVO_0204,0,1494.9,ARK1,,,,arNOG[11],"02TG5@arNOG,0KSWJ@eurNOG,0RFZR@halNOG,COG0642@NOG,COG2202@NOG,arCOG02334@arNOG,arCOG06219@arNOG",NA|NA|NA,T,His Kinase A (phospho-acceptor) domain
WP_013035308.1,309800.HVO_0238,9.00E-171,604.7,PAP2A,,,,arNOG[11],"0KU5B@eurNOG,0RI4E@halNOG,124VT@NOG,arCOG03058@arNOG",NA|NA|NA,I,Phosphoesterase PA-phosphatase related
WP_013035107.1,164757.Mjls_4204,3.80E-45,187.6,GTDA,,"K00450,K11948",,bactNOG[38],"00CAR@actNOG,05DZT@bactNOG,COG3435@NOG",NA|NA|NA,Q,"Gentisate 1,2-dioxygenase"
WP_004044626.1,309800.HVO_0297,4.70E-83,312.4,TFX,,K09714,,arNOG[11],"0KTBT@eurNOG,0RGST@halNOG,COG1356@NOG,arCOG04554@arNOG",NA|NA|NA,K,Transcriptional regulator
WP_004044605.1,309800.HVO_0318,0,1267.7,BAT,,K06930,,arNOG[11],"0KYSK@eurNOG,0RJVF@halNOG,COG2203@NOG,arCOG02276@arNOG,arCOG02367@arNOG",NA|NA|NA,T,bacterio-opsin activator
WP_004044526.1,309800.HVO_0397,3.30E-209,732.6,GCVT2,,K00605,,arNOG[11],"0M1G5@eurNOG,0RFJ3@halNOG,COG0404@NOG,arCOG00757@arNOG",NA|NA|NA,E,Folate-binding protein YgfZ
WP_004044313.1,309800.HVO_0621,0,1100.5,,,,,arNOG[11],"0KS16@eurNOG,0RGZE@halNOG,COG0642@NOG,arCOG02327@arNOG",NA|NA|NA,T,Histidine kinase
WP_004042670.1,309800.HVO_2595,3.90E-196,689.1,,,"K00161,K11381",,arNOG[11],"0KVYC@eurNOG,0RFRT@halNOG,COG1071@NOG,arCOG01054@arNOG",NA|NA|NA,C,Dehydrogenase E1 component
WP_004042376.1,309800.HVO_2462,0,1367.8,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","K03406,K05813",,arNOG[11],"0KT83@eurNOG,0RIP6@halNOG,COG0840@NOG,arCOG02320@arNOG,arCOG02322@arNOG",NA|NA|NA,N,HAMP domain
WP_004041910.1,309800.HVO_2025,2.40E-210,736.5,,,,,arNOG[11],"0KZWW@eurNOG,0RIUZ@halNOG,COG0784@NOG,arCOG02367@arNOG,arCOG02387@arNOG",NA|NA|NA,T,HTR-like protein
WP_004041813.1,309800.HVO_1934,1.50E-218,763.8,TIF2BA,,K03680,,arNOG[11],"0KX0U@eurNOG,0RFCX@halNOG,11YN2@NOG,arCOG01127@arNOG",NA|NA|NA,J,Initiation factor
WP_004041570.1,309800.HVO_1680,8.00E-74,281.6,,,K09731,,arNOG[11],"0M0HD@eurNOG,0RH5T@halNOG,COG1885@NOG,arCOG02119@arNOG",NA|NA|NA,S,UPF0212 protein
WP_004041431.1,309800.HVO_1553,2.30E-241,839.7,TTUD,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016491,GO:0016661,GO:0016662,GO:0016740,GO:0016772,GO:0043798,GO:0044237,GO:0044710,GO:0055114","K00050,K11529",,arNOG[11],"0KRHC@eurNOG,0RGEC@halNOG,COG2379@NOG,arCOG04170@arNOG",NA|NA|NA,G,Hydroxypyruvate reductase
WP_049941505.1,309800.HVO_1710,0,1344.7,MALA,,K00700,,arNOG[11],"0KX23@eurNOG,0RFJG@halNOG,COG0366@NOG,arCOG02948@arNOG",NA|NA|NA,G,Alpha amylase
WP_013035665.1,309800.HVO_2295,3.00E-55,219.5,,,,,arNOG[11],"0KTMD@eurNOG,0RJ8S@halNOG,COG0531@NOG,arCOG00009@arNOG",NA|NA|NA,E,cationic amino acid transporter
WP_013035577.1,309800.HVO_2356,4.60E-236,822,,,,,arNOG[11],"0M1B5@eurNOG,0RGFY@halNOG,COG4552@NOG,arCOG10664@arNOG",NA|NA|NA,S,Inherit from COG: -acetyltransferase
WP_004045291.1,309800.HVO_0176,0,1387.5,CAT1,,K03294,,arNOG[11],"0KS7V@eurNOG,0RF7G@halNOG,COG0531@NOG,arCOG00009@arNOG",NA|NA|NA,E,amino acid
WP_004045269.1,309800.HVO_0156,1.70E-174,617.1,TRMG10,"GO:0000049,GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004809,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363",K07446,,arNOG[11],"0KS0G@eurNOG,0RFFQ@halNOG,COG1041@NOG,arCOG00047@arNOG",NA|NA|NA,L,RNA methylase
WP_004044660.1,309800.HVO_2842,3.50E-232,809.3,,,,,arNOG[11],"0KSIX@eurNOG,0RG6N@halNOG,COG3174@NOG,arCOG04203@arNOG",NA|NA|NA,P,Magnesium transporter accessory protein
WP_004044658.1,309800.HVO_2840,3.30E-298,1028.9,,,,,arNOG[11],"0M03E@eurNOG,0RH0R@halNOG,COG0642@NOG,arCOG02327@arNOG",NA|NA|NA,T,Histidine kinase
WP_004044637.1,309800.HVO_0285,1.70E-211,740.3,GYY_02340,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",,,arNOG[11],"0KRE0@eurNOG,0RF9Z@halNOG,COG0517@NOG,COG1994@NOG,arCOG00607@arNOG",NA|NA|NA,S,Peptidase M50
WP_004044461.1,309800.HVO_0461,5.10E-177,625.5,CYDB,,K00426,,arNOG[11],"0KX3C@eurNOG,0RG8K@halNOG,COG1294@NOG,arCOG04791@arNOG",NA|NA|NA,C,"Cytochrome d ubiquinol oxidase, subunit"
WP_004044273.1,309800.HVO_0662,1.90E-162,577,THIN,,K07108,,arNOG[11],"02TCW@arNOG,0KUYC@eurNOG,0RF8Y@halNOG,COG1992@NOG,COG2522@NOG,arCOG00021@arNOG",NA|NA|NA,K,"Transcriptional regulator, XRE family"
WP_004044072.1,309800.HVO_0865,5.50E-139,498.8,,,,,arNOG[11],"02TR3@arNOG,0ZWTH@NOG",NA|NA|NA,Q,Met-10+ like-protein
WP_004043823.1,309800.HVO_1114,5.20E-128,462.2,GYY_08200,,K09006,,arNOG[11],"0KSWQ@eurNOG,0RG5Q@halNOG,COG1458@NOG,arCOG00720@arNOG",NA|NA|NA,V,UPF0278 protein
WP_004042465.1,309800.HVO_2500,0,1394,CAT1,,K03294,,arNOG[11],"0KS7V@eurNOG,0RF7G@halNOG,COG0531@NOG,arCOG00009@arNOG,arCOG00449@arNOG",NA|NA|NA,E,amino acid
WP_004042310.1,309800.HVO_2421,1.20E-127,461.1,GYY_06880,,K07731,,arNOG[11],"0KRJ6@eurNOG,0RFX7@halNOG,COG1709@NOG,arCOG04060@arNOG",NA|NA|NA,K,XRE family transcriptional regulator
WP_004042272.1,309800.HVO_2383,2.10E-121,440.3,RADB,,"K04482,K04484,K04485",,arNOG[11],"0KSB4@eurNOG,0RF8G@halNOG,COG0468@NOG,arCOG00417@arNOG",NA|NA|NA,L,Involved in DNA repair and in homologous recombination. May regulate the cleavage reactions of the branch-structured DNA. Has a very weak ATPase activity that is not stimulated by DNA. Binds DNA but does not promote DNA strands exchange (By similarity)
WP_004042195.1,309800.HVO_2302,0,1078.5,UBIB1,,K03688,,arNOG[11],"0KRFQ@eurNOG,0RFQC@halNOG,COG0661@NOG,arCOG01189@arNOG",NA|NA|NA,S,ABC-1 domain protein
WP_004042118.1,309800.HVO_2229,7.10E-206,721.5,,,K06955,,arNOG[11],"0KZQQ@eurNOG,0RFHT@halNOG,COG3380@NOG,arCOG04623@arNOG",NA|NA|NA,S,FAD dependent oxidoreductase
WP_004041849.1,309800.HVO_1970,4.20E-125,452.6,,,,,arNOG[11],"0KZ44@eurNOG,0RJ3K@halNOG,COG0613@NOG,arCOG00302@arNOG",NA|NA|NA,S,POLIIIAc
WP_004041823.1,309800.HVO_1943,0,1415.2,,,,,arNOG[11],"0KV68@eurNOG,0RFR6@halNOG,COG1305@NOG,arCOG02169@arNOG,arCOG06339@arNOG",NA|NA|NA,E,domain protein
WP_004040905.1,1033806.HLRTI_16015,6.30E-97,360.9,,,K02486,,arNOG[11],"0KV7T@eurNOG,0RF81@halNOG,COG0784@NOG,COG2202@NOG,COG2203@NOG,arCOG02333@arNOG,arCOG02387@arNOG",NA|NA|NA,T,multi-sensor signal transduction histidine kinase
WP_049914695.1,634497.HAH_2332,1.40E-145,521.9,,,K02486,,arNOG[11],"0KV7T@eurNOG,0RG26@halNOG,COG0784@NOG,arCOG02329@arNOG",NA|NA|NA,T,His Kinase A (phospho-acceptor) domain
WP_013035457.1,309800.HVO_2195,0,1104.4,,,K02485,,arNOG[11],"0KYCC@eurNOG,0RGZ2@halNOG,COG2202@NOG,arCOG02333@arNOG,arCOG02334@arNOG,arCOG02383@arNOG",NA|NA|NA,T,Adaptive-response sensory-kinase
WP_013035428.1,309800.HVO_1057,5.90E-300,1034.6,TRKH2,,K03498,Kt2r,arNOG[11],"0KRD0@eurNOG,0RG1U@halNOG,COG0168@NOG,arCOG04145@arNOG",NA|NA|NA,P,cation transporter
WP_013035344.1,309800.HVO_2875,1.00E-105,387.9,,,K03183,,arNOG[11],"0M033@eurNOG,0RHCM@halNOG,COG0500@NOG,arCOG01773@arNOG",NA|NA|NA,Q,Methyltransferase
WP_013034971.1,469382.Hbor_03400,5.50E-245,852.4,HMCA,,"K03404,K03405",,arNOG[11],"0KRF1@eurNOG,0RG6M@halNOG,COG1239@NOG,COG1240@NOG,arCOG00438@arNOG,arCOG06472@arNOG",NA|NA|NA,H,magnesium chelatase
WP_004044614.1,309800.HVO_0309,1.50E-118,430.6,HMP,,K03183,,arNOG[11],"0KT7H@eurNOG,0RGI6@halNOG,122B3@NOG,arCOG01781@arNOG",NA|NA|NA,Q,Methyltransferase type 11
WP_004044303.1,309800.HVO_0632,0,1655.6,,,,,arNOG[11],"0M07A@eurNOG,0RHTY@halNOG,COG2202@NOG,arCOG02352@arNOG,arCOG02364@arNOG,arCOG02367@arNOG,arCOG06192@arNOG",NA|NA|NA,T,histidine kinase
WP_004044266.1,309800.HVO_0669,1.10E-195,687.6,,,K00161,,arNOG[11],"0KW20@eurNOG,0RG4P@halNOG,COG1071@NOG,arCOG01054@arNOG",NA|NA|NA,C,Dehydrogenase E1 component
WP_004044028.1,309800.HVO_0911,6.50E-205,718.4,DRG,,K06944,,arNOG[11],"0KRHX@eurNOG,0RGCZ@halNOG,COG1163@NOG,arCOG00358@arNOG",NA|NA|NA,S,GTP-binding protein
WP_004043952.1,309800.HVO_0991,2.30E-140,503.4,,,K00088,,arNOG[11],"0KS27@eurNOG,0RF9M@halNOG,COG0517@NOG,COG1475@NOG,arCOG00622@arNOG",NA|NA|NA,K,CBS domain containing protein
WP_004043827.1,309800.HVO_1110,2.30E-197,693.3,BTUF,,K02016,,arNOG[11],"0KSHG@eurNOG,0RGY3@halNOG,COG0614@NOG,arCOG04233@arNOG",NA|NA|NA,P,periplasmic binding protein
WP_004043583.1,309800.HVO_1356,0,1077.8,OYE1,,,,arNOG[11],"02TKD@arNOG,0KVSE@eurNOG,0RHHW@halNOG,COG0642@NOG,COG2203@NOG,arCOG06219@arNOG,arCOG06712@arNOG",NA|NA|NA,T,Histidine kinase
WP_004043360.1,386415.NT01CX_1301,2.90E-66,258.8,,,,,bactNOG[38],"07R6Z@bactNOG,0EQET@cloNOG,0NEVX@firmNOG,COG0553@NOG",NA|NA|NA,L,helicase domain-containing protein
WP_004043089.1,272569.rrnAC0991,8.80E-94,350.1,,,,,arNOG[11],"02TYM@arNOG,0M29V@eurNOG,0RJYT@halNOG,COG2202@NOG",NA|NA|NA,T,His Kinase A (phospho-acceptor) domain
WP_004043050.1,309800.HVO_2808,0,1228.8,SDHA,,K00239,,arNOG[11],"0KRBI@eurNOG,0RFA2@halNOG,COG1053@NOG,arCOG00571@arNOG",NA|NA|NA,C,"Succinate dehydrogenase or fumarate reductase, flavoprotein subunit"
WP_004042978.1,309800.HVO_2744,1.10E-107,394.4,HEMK,,K02493,,arNOG[11],"0KTK6@eurNOG,0RH3F@halNOG,COG2890@NOG,arCOG00109@arNOG",NA|NA|NA,Q,methylase
WP_004042956.1,309800.HVO_2734,1.30E-137,494.2,,,,,arNOG[11],"0KT5S@eurNOG,0RFWV@halNOG,COG0454@NOG,arCOG00831@arNOG",NA|NA|NA,K,GCN5-related N-acetyltransferase
WP_004042753.1,309800.HVO_2636,1.20E-131,474.6,PSPA,,K03969,,arNOG[11],"0KS08@eurNOG,0RFGK@halNOG,COG1842@NOG,arCOG04782@arNOG",NA|NA|NA,K,"phage shock protein A, PspA"
WP_004042436.1,309800.HVO_2486,0,1159.4,ACCC2,,K11263,,arNOG[11],"02TAB@arNOG,0M1YS@eurNOG,0RJX6@halNOG,COG4770@NOG",NA|NA|NA,I,synthase L chain
WP_004042170.1,309800.HVO_2281,0,1161.4,,,K06915,,arNOG[11],"COG3451@NOG,arCOG05935@arNOG,arCOG07496@arNOG",NA|NA|NA,L,transfer complex protein
WP_004042101.1,309800.HVO_2209,1.00E-199,701,PDHA,,K00161,,arNOG[11],"0KRKQ@eurNOG,0RGQZ@halNOG,COG1071@NOG,arCOG01054@arNOG",NA|NA|NA,C,alpha subunit
WP_004041819.1,309800.HVO_1939,0,1084.3,MUTL,"GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0043170,GO:0043234,GO:0043566,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:0090304,GO:0097159,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658",K03572,,arNOG[11],"0KRQE@eurNOG,0RFQV@halNOG,COG0323@NOG,arCOG01166@arNOG",NA|NA|NA,L,"This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex (By similarity)"
WP_004041752.1,309800.HVO_1870,0,1129.8,GYY_00865,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",,,arNOG[11],"0KRR8@eurNOG,0RFUD@halNOG,COG0750@NOG,arCOG00607@arNOG,arCOG02834@arNOG,arCOG04064@arNOG",NA|NA|NA,M,Peptidase M50
WP_004041587.1,309800.HVO_1698,2.60E-144,516.5,SBNI,,"K00088,K03497",,NOG[107],COG1475@NOG,NA|NA|NA,K,parb-like partition protein
WP_004041457.1,309800.HVO_1577,1.50E-95,354,GYY_00265,,K07744,,arNOG[11],"0KRVI@eurNOG,0RFFG@halNOG,COG2524@NOG,arCOG00610@arNOG",NA|NA|NA,K,Transcriptional regulator
WP_004041265.1,309800.HVO_1414,7.60E-96,356.7,,,,,arNOG[11],"COG0642@NOG,arCOG02327@arNOG",NA|NA|NA,T,Histidine kinase
